Category,Setting,Diagnosis,Date,Count
stroke,emergency dept,Primary,2021-03-01,5
stroke,emergency dept,Primary,2021-04-01,2
stroke,emergency dept,Primary,2021-05-01,4
stroke,emergency dept,Primary,2021-06-01,2
stroke,emergency dept,Primary,2021-07-01,4
stroke,emergency dept,Primary,2021-08-01,5
stroke,emergency dept,Primary,2021-09-01,4
stroke,emergency dept,Primary,2021-10-01,7
stroke,emergency dept,Primary,2021-11-01,5
stroke,emergency dept,Primary,2021-12-01,7
substance use disorders,emergency dept,Primary,2020-03-01,1
substance use disorders,emergency dept,Primary,2020-04-01,1
substance use disorders,emergency dept,Primary,2020-05-01,1
substance use disorders,emergency dept,Primary,2020-10-01,1
substance use disorders,emergency dept,Primary,2020-12-01,1
substance use disorders,emergency dept,Primary,2021-01-01,1
substance use disorders,emergency dept,Primary,2021-07-01,1
substance use disorders,emergency dept,Primary,2021-08-01,3
substance use disorders,emergency dept,Primary,2021-12-01,1
unspecified mental disorders,emergency dept,Primary,2020-08-01,1
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,32
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,27
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,40
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,21
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,22
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,27
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,38
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,41
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,36
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,38
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,35
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,32
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,31
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,33
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,23
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,22
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,19
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,21
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,28
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,22
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,27
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,18
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,25
anxiety,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,27
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,37
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,41
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,44
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,48
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,36
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,41
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,64
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,51
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,26
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,36
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,33
asthma,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,53
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,55
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,35
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,31
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,20
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,38
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,28
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,27
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,32
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,39
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,33
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,43
asthma,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,32
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,1
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,2
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,1
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,1
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,1
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,1
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,1
behavioral syndromes,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,1
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,110
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,96
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,116
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,83
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,84
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,69
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,90
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,90
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,68
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,85
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,115
cancer,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,113
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,103
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,89
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,87
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,74
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,84
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,80
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,101
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,101
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,82
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,110
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,93
cancer,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,95
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,177
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,159
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,178
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,212
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,206
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,190
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,241
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,219
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,200
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,245
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,265
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,314
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,320
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,227
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,217
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,160
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,215
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,170
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,235
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,224
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,229
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,234
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,199
cardiac arrest,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,250
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,108
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,84
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,112
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,111
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,110
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,96
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,82
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,115
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,82
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,92
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,102
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,130
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,118
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,107
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,95
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,89
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,80
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,73
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,75
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,88
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,83
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,97
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,104
chronic obstructive pulmonary disease (copd),emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,101
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,41
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,44
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,44
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,36
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,31
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,42
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,47
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,53
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,44
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,44
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,38
depression,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,40
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,45
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,49
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,40
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,37
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,25
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,38
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,25
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,36
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,36
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,33
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,23
depression,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,33
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,339
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,305
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,343
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,375
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,332
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,326
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,366
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,330
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,322
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,277
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,368
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,566
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,559
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,372
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,345
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,276
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,265
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,288
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,281
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,306
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,302
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,318
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,321
diabetes,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,364
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,563
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,495
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,582
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,566
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,528
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,492
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,587
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,537
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,484
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,487
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,596
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,847
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,808
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,554
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,532
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,457
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,418
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,466
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,453
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,493
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,482
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,501
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,477
hypertension,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,587
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,13
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,5
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,8
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,10
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,9
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,9
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,9
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,14
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,5
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,4
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,12
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,12
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,13
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,3
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,11
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,7
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,9
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,9
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,11
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,4
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,3
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,7
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,3
mood disorders (excluding depression),emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,8
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,17
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,8
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,11
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,9
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,9
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,8
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,14
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,8
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,10
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,13
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,9
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,16
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,14
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,15
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,13
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,8
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,11
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,9
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,11
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,11
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,7
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,11
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,12
non-mood psychotic disorders,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,8
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,3
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,2
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,2
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,1
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,4
nonpsychotic disorders (excluding anxiety),emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,2
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,46
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,47
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,52
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,56
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,62
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,57
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,65
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,52
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,49
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,48
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,60
obesity,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,111
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,98
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,61
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,71
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,43
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,46
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,38
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,42
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,53
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,62
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,59
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,60
obesity,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,61
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,86
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,70
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,84
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,101
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,74
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,67
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,102
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,66
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,61
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,63
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,102
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,206
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,140
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,92
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,63
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,55
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,56
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,44
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,61
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,74
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,77
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,74
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,91
pneumonia,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,72
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,192
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,131
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,189
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,192
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,160
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,148
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,199
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-08-01,178
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-09-01,143
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-10-01,175
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-11-01,220
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2020-12-01,303
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-01-01,277
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-02-01,177
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-03-01,176
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-04-01,150
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-05-01,143
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-06-01,149
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-07-01,154
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-08-01,179
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-09-01,166
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-10-01,163
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-11-01,177
respiratory arrest/failure,emergency dept,Secondary (COVID-19 Not Primary),2021-12-01,183
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-01-01,116
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-02-01,85
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-03-01,112
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-04-01,110
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-05-01,96
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-06-01,84
sepsis,emergency dept,Secondary (COVID-19 Not Primary),2020-07-01,107
