Date,Category,Setting,Count
2020-07-01,chronic obstructive pulmonary disease (copd),emergency dept,87
2020-08-01,chronic obstructive pulmonary disease (copd),emergency dept,116
2020-09-01,chronic obstructive pulmonary disease (copd),emergency dept,82
2020-10-01,chronic obstructive pulmonary disease (copd),emergency dept,93
2020-11-01,chronic obstructive pulmonary disease (copd),emergency dept,109
2020-12-01,chronic obstructive pulmonary disease (copd),emergency dept,152
2021-01-01,chronic obstructive pulmonary disease (copd),emergency dept,129
2021-02-01,chronic obstructive pulmonary disease (copd),emergency dept,111
2021-03-01,chronic obstructive pulmonary disease (copd),emergency dept,97
2021-04-01,chronic obstructive pulmonary disease (copd),emergency dept,90
2021-05-01,chronic obstructive pulmonary disease (copd),emergency dept,82
2021-06-01,chronic obstructive pulmonary disease (copd),emergency dept,74
2021-07-01,chronic obstructive pulmonary disease (copd),emergency dept,76
2021-08-01,chronic obstructive pulmonary disease (copd),emergency dept,93
2021-09-01,chronic obstructive pulmonary disease (copd),emergency dept,85
2021-10-01,chronic obstructive pulmonary disease (copd),emergency dept,98
2021-11-01,chronic obstructive pulmonary disease (copd),emergency dept,105
2021-12-01,chronic obstructive pulmonary disease (copd),emergency dept,103
2020-04-01,covid-19,emergency dept,66
2020-05-01,covid-19,emergency dept,50
2020-06-01,covid-19,emergency dept,62
2020-07-01,covid-19,emergency dept,127
2020-08-01,covid-19,emergency dept,98
2020-09-01,covid-19,emergency dept,48
2020-10-01,covid-19,emergency dept,35
2020-11-01,covid-19,emergency dept,126
2020-12-01,covid-19,emergency dept,590
2021-01-01,covid-19,emergency dept,519
2021-02-01,covid-19,emergency dept,124
2021-03-01,covid-19,emergency dept,42
2021-04-01,covid-19,emergency dept,26
2021-05-01,covid-19,emergency dept,12
2021-06-01,covid-19,emergency dept,13
2021-07-01,covid-19,emergency dept,33
2021-08-01,covid-19,emergency dept,123
2021-09-01,covid-19,emergency dept,102
2021-10-01,covid-19,emergency dept,68
2021-11-01,covid-19,emergency dept,68
2021-12-01,covid-19,emergency dept,65
2018-01-01,depression,emergency dept,47
2018-02-01,depression,emergency dept,30
2018-03-01,depression,emergency dept,31
2018-04-01,depression,emergency dept,37
2018-05-01,depression,emergency dept,39
2018-06-01,depression,emergency dept,39
2018-07-01,depression,emergency dept,30
2018-08-01,depression,emergency dept,35
2018-09-01,depression,emergency dept,33
2018-10-01,depression,emergency dept,27
2018-11-01,depression,emergency dept,35
2018-12-01,depression,emergency dept,51
2019-01-01,depression,emergency dept,54
2019-02-01,depression,emergency dept,36
2019-03-01,depression,emergency dept,40
2019-04-01,depression,emergency dept,28
2019-05-01,depression,emergency dept,33
2019-06-01,depression,emergency dept,39
2019-07-01,depression,emergency dept,39
2019-08-01,depression,emergency dept,41
2019-09-01,depression,emergency dept,32
2019-10-01,depression,emergency dept,24
2019-11-01,depression,emergency dept,35
2019-12-01,depression,emergency dept,37
2020-01-01,depression,emergency dept,41
2020-02-01,depression,emergency dept,44
2020-03-01,depression,emergency dept,44
2020-04-01,depression,emergency dept,36
2020-05-01,depression,emergency dept,35
2020-06-01,depression,emergency dept,44
2020-07-01,depression,emergency dept,50
2020-08-01,depression,emergency dept,58
2020-09-01,depression,emergency dept,45
2020-10-01,depression,emergency dept,46
2020-11-01,depression,emergency dept,41
2020-12-01,depression,emergency dept,48
2021-01-01,depression,emergency dept,49
2021-02-01,depression,emergency dept,51
2021-03-01,depression,emergency dept,40
2021-04-01,depression,emergency dept,39
2021-05-01,depression,emergency dept,25
2021-06-01,depression,emergency dept,38
2021-07-01,depression,emergency dept,26
2021-08-01,depression,emergency dept,38
2021-09-01,depression,emergency dept,37
2021-10-01,depression,emergency dept,35
2021-11-01,depression,emergency dept,25
2021-12-01,depression,emergency dept,33
2018-01-01,diabetes,emergency dept,451
2018-02-01,diabetes,emergency dept,322
2018-03-01,diabetes,emergency dept,367
2018-04-01,diabetes,emergency dept,339
2018-05-01,diabetes,emergency dept,323
2018-06-01,diabetes,emergency dept,258
2018-07-01,diabetes,emergency dept,290
2018-08-01,diabetes,emergency dept,261
2018-09-01,diabetes,emergency dept,277
2018-10-01,diabetes,emergency dept,292
2018-11-01,diabetes,emergency dept,317
2018-12-01,diabetes,emergency dept,377
2019-01-01,diabetes,emergency dept,398
2019-02-01,diabetes,emergency dept,326
2019-03-01,diabetes,emergency dept,370
2019-04-01,diabetes,emergency dept,306
2019-05-01,diabetes,emergency dept,291
2019-06-01,diabetes,emergency dept,301
2019-07-01,diabetes,emergency dept,241
2019-08-01,diabetes,emergency dept,240
2019-09-01,diabetes,emergency dept,240
2019-10-01,diabetes,emergency dept,262
2019-11-01,diabetes,emergency dept,287
2019-12-01,diabetes,emergency dept,333
2020-01-01,diabetes,emergency dept,342
2020-02-01,diabetes,emergency dept,305
2020-03-01,diabetes,emergency dept,346
2020-04-01,diabetes,emergency dept,397
2020-05-01,diabetes,emergency dept,347
2020-06-01,diabetes,emergency dept,338
2020-07-01,diabetes,emergency dept,394
2020-08-01,diabetes,emergency dept,351
2020-09-01,diabetes,emergency dept,334
2020-10-01,diabetes,emergency dept,284
2020-11-01,diabetes,emergency dept,394
2020-12-01,diabetes,emergency dept,679
2021-01-01,diabetes,emergency dept,649
2021-02-01,diabetes,emergency dept,398
2021-03-01,diabetes,emergency dept,353
2021-04-01,diabetes,emergency dept,279
2021-05-01,diabetes,emergency dept,269
2021-06-01,diabetes,emergency dept,290
2021-07-01,diabetes,emergency dept,291
2021-08-01,diabetes,emergency dept,322
2021-09-01,diabetes,emergency dept,313
2021-10-01,diabetes,emergency dept,329
2021-11-01,diabetes,emergency dept,333
2021-12-01,diabetes,emergency dept,373
2018-01-01,homeless,emergency dept,9
2018-02-01,homeless,emergency dept,5
2018-03-01,homeless,emergency dept,6
2018-04-01,homeless,emergency dept,4
2018-06-01,homeless,emergency dept,3
2018-07-01,homeless,emergency dept,4
2018-08-01,homeless,emergency dept,4
2018-09-01,homeless,emergency dept,4
2018-10-01,homeless,emergency dept,11
2018-11-01,homeless,emergency dept,4
2018-12-01,homeless,emergency dept,10
2019-01-01,homeless,emergency dept,25
2019-02-01,homeless,emergency dept,27
2019-03-01,homeless,emergency dept,24
2019-04-01,homeless,emergency dept,22
2019-05-01,homeless,emergency dept,27
2019-06-01,homeless,emergency dept,26
2019-07-01,homeless,emergency dept,24
2019-08-01,homeless,emergency dept,27
2019-09-01,homeless,emergency dept,23
2019-10-01,homeless,emergency dept,17
2019-11-01,homeless,emergency dept,23
2019-12-01,homeless,emergency dept,38
2020-01-01,homeless,emergency dept,39
2020-02-01,homeless,emergency dept,31
2020-03-01,homeless,emergency dept,22
2020-04-01,homeless,emergency dept,27
2020-05-01,homeless,emergency dept,30
2020-06-01,homeless,emergency dept,30
2020-07-01,homeless,emergency dept,38
2020-08-01,homeless,emergency dept,37
2020-09-01,homeless,emergency dept,31
2020-10-01,homeless,emergency dept,30
2020-11-01,homeless,emergency dept,32
2020-12-01,homeless,emergency dept,46
2021-01-01,homeless,emergency dept,40
2021-02-01,homeless,emergency dept,19
2021-03-01,homeless,emergency dept,31
2021-04-01,homeless,emergency dept,27
2021-05-01,homeless,emergency dept,28
2021-06-01,homeless,emergency dept,28
2021-07-01,homeless,emergency dept,38
2021-08-01,homeless,emergency dept,35
2021-09-01,homeless,emergency dept,33
2021-10-01,homeless,emergency dept,43
2021-11-01,homeless,emergency dept,19
2021-12-01,homeless,emergency dept,54
2018-01-01,hypertension,emergency dept,715
2018-02-01,hypertension,emergency dept,561
2018-03-01,hypertension,emergency dept,576
2018-04-01,hypertension,emergency dept,514
2018-05-01,hypertension,emergency dept,543
2018-06-01,hypertension,emergency dept,453
2018-07-01,hypertension,emergency dept,482
2018-08-01,hypertension,emergency dept,439
2018-09-01,hypertension,emergency dept,452
2018-10-01,hypertension,emergency dept,479
2018-11-01,hypertension,emergency dept,540
2018-12-01,hypertension,emergency dept,584
2019-01-01,hypertension,emergency dept,618
2019-02-01,hypertension,emergency dept,562
2019-03-01,hypertension,emergency dept,569
2019-04-01,hypertension,emergency dept,467
2019-05-01,hypertension,emergency dept,467
2019-06-01,hypertension,emergency dept,478
2019-07-01,hypertension,emergency dept,421
2019-08-01,hypertension,emergency dept,442
2019-09-01,hypertension,emergency dept,412
2019-10-01,hypertension,emergency dept,438
2019-11-01,hypertension,emergency dept,472
2019-12-01,hypertension,emergency dept,560
2020-01-01,hypertension,emergency dept,569
2020-02-01,hypertension,emergency dept,501
2020-03-01,hypertension,emergency dept,585
2020-04-01,hypertension,emergency dept,603
2020-05-01,hypertension,emergency dept,546
2020-06-01,hypertension,emergency dept,515
2020-07-01,hypertension,emergency dept,626
2020-08-01,hypertension,emergency dept,575
2020-09-01,hypertension,emergency dept,505
2020-10-01,hypertension,emergency dept,506
2020-11-01,hypertension,emergency dept,635
2020-12-01,hypertension,emergency dept,1013
2021-01-01,hypertension,emergency dept,938
2021-02-01,hypertension,emergency dept,598
2021-03-01,hypertension,emergency dept,549
2021-04-01,hypertension,emergency dept,461
2021-05-01,hypertension,emergency dept,427
2021-06-01,hypertension,emergency dept,475
2021-07-01,hypertension,emergency dept,463
2021-08-01,hypertension,emergency dept,516
2021-09-01,hypertension,emergency dept,502
2021-10-01,hypertension,emergency dept,520
2021-11-01,hypertension,emergency dept,494
2021-12-01,hypertension,emergency dept,607
2018-01-01,mood disorders (excluding depression),emergency dept,6
2018-02-01,mood disorders (excluding depression),emergency dept,2
2018-03-01,mood disorders (excluding depression),emergency dept,7
2018-04-01,mood disorders (excluding depression),emergency dept,7
2018-05-01,mood disorders (excluding depression),emergency dept,8
2018-06-01,mood disorders (excluding depression),emergency dept,8
2018-07-01,mood disorders (excluding depression),emergency dept,7
2018-08-01,mood disorders (excluding depression),emergency dept,12
2018-09-01,mood disorders (excluding depression),emergency dept,10
2018-10-01,mood disorders (excluding depression),emergency dept,7
2018-11-01,mood disorders (excluding depression),emergency dept,13
2018-12-01,mood disorders (excluding depression),emergency dept,5
2019-01-01,mood disorders (excluding depression),emergency dept,11
2019-02-01,mood disorders (excluding depression),emergency dept,4
2019-03-01,mood disorders (excluding depression),emergency dept,8
2019-04-01,mood disorders (excluding depression),emergency dept,9
2019-05-01,mood disorders (excluding depression),emergency dept,5
2019-06-01,mood disorders (excluding depression),emergency dept,9
2019-07-01,mood disorders (excluding depression),emergency dept,6
2019-08-01,mood disorders (excluding depression),emergency dept,3
2019-09-01,mood disorders (excluding depression),emergency dept,9
2019-10-01,mood disorders (excluding depression),emergency dept,4
2019-11-01,mood disorders (excluding depression),emergency dept,5
2019-12-01,mood disorders (excluding depression),emergency dept,9
2020-01-01,mood disorders (excluding depression),emergency dept,13
2020-02-01,mood disorders (excluding depression),emergency dept,5
2020-03-01,mood disorders (excluding depression),emergency dept,8
2020-04-01,mood disorders (excluding depression),emergency dept,10
2020-05-01,mood disorders (excluding depression),emergency dept,9
2020-06-01,mood disorders (excluding depression),emergency dept,9
2020-07-01,mood disorders (excluding depression),emergency dept,9
2020-08-01,mood disorders (excluding depression),emergency dept,14
2020-09-01,mood disorders (excluding depression),emergency dept,5
2020-10-01,mood disorders (excluding depression),emergency dept,4
2020-11-01,mood disorders (excluding depression),emergency dept,12
2020-12-01,mood disorders (excluding depression),emergency dept,15
2021-01-01,mood disorders (excluding depression),emergency dept,14
2021-02-01,mood disorders (excluding depression),emergency dept,4
2021-03-01,mood disorders (excluding depression),emergency dept,11
2021-04-01,mood disorders (excluding depression),emergency dept,7
2021-05-01,mood disorders (excluding depression),emergency dept,9
2021-06-01,mood disorders (excluding depression),emergency dept,9
2021-07-01,mood disorders (excluding depression),emergency dept,12
2021-08-01,mood disorders (excluding depression),emergency dept,4
2021-09-01,mood disorders (excluding depression),emergency dept,3
2021-10-01,mood disorders (excluding depression),emergency dept,8
2021-11-01,mood disorders (excluding depression),emergency dept,3
2021-12-01,mood disorders (excluding depression),emergency dept,8
2018-01-01,non-mood psychotic disorders,emergency dept,11
2018-02-01,non-mood psychotic disorders,emergency dept,4
2018-03-01,non-mood psychotic disorders,emergency dept,6
2018-04-01,non-mood psychotic disorders,emergency dept,4
2018-05-01,non-mood psychotic disorders,emergency dept,11
2018-06-01,non-mood psychotic disorders,emergency dept,9
2018-07-01,non-mood psychotic disorders,emergency dept,7
2018-08-01,non-mood psychotic disorders,emergency dept,10
2018-09-01,non-mood psychotic disorders,emergency dept,10
2018-10-01,non-mood psychotic disorders,emergency dept,6
2018-11-01,non-mood psychotic disorders,emergency dept,6
2018-12-01,non-mood psychotic disorders,emergency dept,13
2019-01-01,non-mood psychotic disorders,emergency dept,16
2019-02-01,non-mood psychotic disorders,emergency dept,6
2019-03-01,non-mood psychotic disorders,emergency dept,14
2019-04-01,non-mood psychotic disorders,emergency dept,12
2019-05-01,non-mood psychotic disorders,emergency dept,9
2019-06-01,non-mood psychotic disorders,emergency dept,7
2019-07-01,non-mood psychotic disorders,emergency dept,8
2019-08-01,non-mood psychotic disorders,emergency dept,12
2019-09-01,non-mood psychotic disorders,emergency dept,11
2019-10-01,non-mood psychotic disorders,emergency dept,8
2019-11-01,non-mood psychotic disorders,emergency dept,9
2019-12-01,non-mood psychotic disorders,emergency dept,14
2020-01-01,non-mood psychotic disorders,emergency dept,17
2020-02-01,non-mood psychotic disorders,emergency dept,8
2020-03-01,non-mood psychotic disorders,emergency dept,11
2020-04-01,non-mood psychotic disorders,emergency dept,9
2020-05-01,non-mood psychotic disorders,emergency dept,10
2020-06-01,non-mood psychotic disorders,emergency dept,9
2020-07-01,non-mood psychotic disorders,emergency dept,17
2020-08-01,non-mood psychotic disorders,emergency dept,10
2020-09-01,non-mood psychotic disorders,emergency dept,10
2020-10-01,non-mood psychotic disorders,emergency dept,13
2020-11-01,non-mood psychotic disorders,emergency dept,9
2020-12-01,non-mood psychotic disorders,emergency dept,19
2021-01-01,non-mood psychotic disorders,emergency dept,17
2021-02-01,non-mood psychotic disorders,emergency dept,17
2021-03-01,non-mood psychotic disorders,emergency dept,13
2021-04-01,non-mood psychotic disorders,emergency dept,8
2021-05-01,non-mood psychotic disorders,emergency dept,11
2021-06-01,non-mood psychotic disorders,emergency dept,9
2021-07-01,non-mood psychotic disorders,emergency dept,12
2021-08-01,non-mood psychotic disorders,emergency dept,11
2021-09-01,non-mood psychotic disorders,emergency dept,7
2021-10-01,non-mood psychotic disorders,emergency dept,11
2021-11-01,non-mood psychotic disorders,emergency dept,12
2021-12-01,non-mood psychotic disorders,emergency dept,8
2018-01-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2018-02-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2018-03-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2018-04-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2018-07-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2018-09-01,nonpsychotic disorders (excluding anxiety),emergency dept,3
2018-10-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2019-02-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2019-04-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2019-06-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2019-09-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2019-12-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2020-07-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2020-09-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2020-11-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2020-12-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2021-01-01,nonpsychotic disorders (excluding anxiety),emergency dept,3
2021-02-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2021-06-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2021-08-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2021-09-01,nonpsychotic disorders (excluding anxiety),emergency dept,1
2021-10-01,nonpsychotic disorders (excluding anxiety),emergency dept,4
2021-11-01,nonpsychotic disorders (excluding anxiety),emergency dept,2
2018-01-01,obesity,emergency dept,59
2018-02-01,obesity,emergency dept,56
2018-03-01,obesity,emergency dept,47
2018-04-01,obesity,emergency dept,55
2018-05-01,obesity,emergency dept,51
2018-06-01,obesity,emergency dept,37
2018-07-01,obesity,emergency dept,44
2018-08-01,obesity,emergency dept,40
2018-09-01,obesity,emergency dept,35
2018-10-01,obesity,emergency dept,36
2018-11-01,obesity,emergency dept,56
2018-12-01,obesity,emergency dept,56
2019-01-01,obesity,emergency dept,69
2019-02-01,obesity,emergency dept,53
2019-03-01,obesity,emergency dept,56
2019-04-01,obesity,emergency dept,45
2019-05-01,obesity,emergency dept,38
2019-06-01,obesity,emergency dept,35
2019-07-01,obesity,emergency dept,35
2019-08-01,obesity,emergency dept,43
2019-09-01,obesity,emergency dept,39
2019-10-01,obesity,emergency dept,31
2019-11-01,obesity,emergency dept,41
2019-12-01,obesity,emergency dept,56
2020-01-01,obesity,emergency dept,46
2020-02-01,obesity,emergency dept,47
2020-03-01,obesity,emergency dept,52
2020-04-01,obesity,emergency dept,61
2020-05-01,obesity,emergency dept,67
2020-06-01,obesity,emergency dept,58
2020-07-01,obesity,emergency dept,68
2020-08-01,obesity,emergency dept,55
2020-09-01,obesity,emergency dept,49
2020-10-01,obesity,emergency dept,50
2020-11-01,obesity,emergency dept,64
2020-12-01,obesity,emergency dept,135
2021-01-01,obesity,emergency dept,107
2021-02-01,obesity,emergency dept,66
2021-03-01,obesity,emergency dept,73
2021-04-01,obesity,emergency dept,44
2021-05-01,obesity,emergency dept,47
2021-06-01,obesity,emergency dept,38
2021-07-01,obesity,emergency dept,46
2021-08-01,obesity,emergency dept,63
2021-09-01,obesity,emergency dept,65
2021-10-01,obesity,emergency dept,62
2021-11-01,obesity,emergency dept,64
2021-12-01,obesity,emergency dept,63
2018-01-01,pneumonia,emergency dept,118
2018-02-01,pneumonia,emergency dept,79
2018-03-01,pneumonia,emergency dept,82
2018-04-01,pneumonia,emergency dept,58
2018-05-01,pneumonia,emergency dept,62
2018-06-01,pneumonia,emergency dept,41
2018-07-01,pneumonia,emergency dept,46
2018-08-01,pneumonia,emergency dept,65
2018-09-01,pneumonia,emergency dept,61
2018-10-01,pneumonia,emergency dept,56
2018-11-01,pneumonia,emergency dept,72
2018-12-01,pneumonia,emergency dept,84
2019-01-01,pneumonia,emergency dept,88
2019-02-01,pneumonia,emergency dept,66
2019-03-01,pneumonia,emergency dept,99
2019-04-01,pneumonia,emergency dept,72
2019-05-01,pneumonia,emergency dept,68
2019-06-01,pneumonia,emergency dept,70
2019-07-01,pneumonia,emergency dept,62
2019-08-01,pneumonia,emergency dept,52
2019-09-01,pneumonia,emergency dept,48
2019-10-01,pneumonia,emergency dept,63
2019-11-01,pneumonia,emergency dept,59
2019-12-01,pneumonia,emergency dept,73
2020-01-01,pneumonia,emergency dept,97
2020-02-01,pneumonia,emergency dept,81
2020-03-01,pneumonia,emergency dept,107
2020-04-01,pneumonia,emergency dept,128
2020-05-01,pneumonia,emergency dept,96
2020-06-01,pneumonia,emergency dept,95
2020-07-01,pneumonia,emergency dept,138
2020-08-01,pneumonia,emergency dept,91
2020-09-01,pneumonia,emergency dept,73
2020-10-01,pneumonia,emergency dept,72
2020-11-01,pneumonia,emergency dept,139
2020-12-01,pneumonia,emergency dept,354
2021-01-01,pneumonia,emergency dept,271
2021-02-01,pneumonia,emergency dept,132
2021-03-01,pneumonia,emergency dept,84
2021-04-01,pneumonia,emergency dept,64
2021-05-01,pneumonia,emergency dept,66
2021-06-01,pneumonia,emergency dept,54
2021-07-01,pneumonia,emergency dept,80
2021-08-01,pneumonia,emergency dept,106
2021-09-01,pneumonia,emergency dept,108
2021-10-01,pneumonia,emergency dept,101
2021-11-01,pneumonia,emergency dept,117
2021-12-01,pneumonia,emergency dept,93
2018-01-01,respiratory arrest/failure,emergency dept,263
2018-02-01,respiratory arrest/failure,emergency dept,186
2018-03-01,respiratory arrest/failure,emergency dept,197
2018-04-01,respiratory arrest/failure,emergency dept,173
2018-05-01,respiratory arrest/failure,emergency dept,176
2018-06-01,respiratory arrest/failure,emergency dept,160
2018-07-01,respiratory arrest/failure,emergency dept,165
2018-08-01,respiratory arrest/failure,emergency dept,148
2018-09-01,respiratory arrest/failure,emergency dept,148
2018-10-01,respiratory arrest/failure,emergency dept,137
2018-11-01,respiratory arrest/failure,emergency dept,190
2018-12-01,respiratory arrest/failure,emergency dept,224
2019-01-01,respiratory arrest/failure,emergency dept,226
2019-02-01,respiratory arrest/failure,emergency dept,227
2019-03-01,respiratory arrest/failure,emergency dept,219
2019-04-01,respiratory arrest/failure,emergency dept,182
2019-05-01,respiratory arrest/failure,emergency dept,181
2019-06-01,respiratory arrest/failure,emergency dept,166
2019-07-01,respiratory arrest/failure,emergency dept,169
2019-08-01,respiratory arrest/failure,emergency dept,167
2019-09-01,respiratory arrest/failure,emergency dept,143
2019-10-01,respiratory arrest/failure,emergency dept,180
2019-11-01,respiratory arrest/failure,emergency dept,167
2019-12-01,respiratory arrest/failure,emergency dept,224
2020-01-01,respiratory arrest/failure,emergency dept,252
2020-02-01,respiratory arrest/failure,emergency dept,185
2020-03-01,respiratory arrest/failure,emergency dept,270
2020-04-01,respiratory arrest/failure,emergency dept,279
2020-05-01,respiratory arrest/failure,emergency dept,246
2020-06-01,respiratory arrest/failure,emergency dept,213
2020-07-01,respiratory arrest/failure,emergency dept,286
2020-08-01,respiratory arrest/failure,emergency dept,271
2020-09-01,respiratory arrest/failure,emergency dept,214
2020-10-01,respiratory arrest/failure,emergency dept,243
2020-11-01,respiratory arrest/failure,emergency dept,325
2020-12-01,respiratory arrest/failure,emergency dept,542
2021-01-01,respiratory arrest/failure,emergency dept,496
2021-02-01,respiratory arrest/failure,emergency dept,267
2021-03-01,respiratory arrest/failure,emergency dept,250
2021-04-01,respiratory arrest/failure,emergency dept,187
2021-05-01,respiratory arrest/failure,emergency dept,189
2021-06-01,respiratory arrest/failure,emergency dept,201
2021-07-01,respiratory arrest/failure,emergency dept,223
2021-08-01,respiratory arrest/failure,emergency dept,253
2021-09-01,respiratory arrest/failure,emergency dept,246
2021-10-01,respiratory arrest/failure,emergency dept,239
2021-11-01,respiratory arrest/failure,emergency dept,265
2021-12-01,respiratory arrest/failure,emergency dept,262
2018-01-01,sepsis,emergency dept,159
2018-02-01,sepsis,emergency dept,111
2018-03-01,sepsis,emergency dept,110
2018-04-01,sepsis,emergency dept,97
2018-05-01,sepsis,emergency dept,86
2018-06-01,sepsis,emergency dept,84
2018-07-01,sepsis,emergency dept,77
2018-08-01,sepsis,emergency dept,65
2018-09-01,sepsis,emergency dept,69
2018-10-01,sepsis,emergency dept,76
2018-11-01,sepsis,emergency dept,111
2018-12-01,sepsis,emergency dept,123
2019-01-01,sepsis,emergency dept,115
2019-02-01,sepsis,emergency dept,105
2019-03-01,sepsis,emergency dept,119
2019-04-01,sepsis,emergency dept,85
2019-05-01,sepsis,emergency dept,84
2019-06-01,sepsis,emergency dept,87
2019-07-01,sepsis,emergency dept,74
2019-08-01,sepsis,emergency dept,78
2019-09-01,sepsis,emergency dept,63
2019-10-01,sepsis,emergency dept,88
2019-11-01,sepsis,emergency dept,96
2019-12-01,sepsis,emergency dept,106
2020-01-01,sepsis,emergency dept,140
2020-02-01,sepsis,emergency dept,104
2020-03-01,sepsis,emergency dept,145
2020-04-01,sepsis,emergency dept,148
2020-05-01,sepsis,emergency dept,124
2020-06-01,sepsis,emergency dept,114
2020-07-01,sepsis,emergency dept,160
2020-08-01,sepsis,emergency dept,134
2020-09-01,sepsis,emergency dept,96
2020-10-01,sepsis,emergency dept,92
2020-11-01,sepsis,emergency dept,140
2020-12-01,sepsis,emergency dept,289
2021-01-01,sepsis,emergency dept,237
2021-02-01,sepsis,emergency dept,147
2021-03-01,sepsis,emergency dept,113
2021-04-01,sepsis,emergency dept,97
2021-05-01,sepsis,emergency dept,101
2021-06-01,sepsis,emergency dept,69
2021-07-01,sepsis,emergency dept,115
2021-08-01,sepsis,emergency dept,123
2021-09-01,sepsis,emergency dept,125
2021-10-01,sepsis,emergency dept,121
2021-11-01,sepsis,emergency dept,129
2021-12-01,sepsis,emergency dept,114
2018-01-01,stroke,emergency dept,9
2018-02-01,stroke,emergency dept,3
2018-03-01,stroke,emergency dept,7
2018-04-01,stroke,emergency dept,6
2018-05-01,stroke,emergency dept,13
2018-06-01,stroke,emergency dept,5
2018-07-01,stroke,emergency dept,9
2018-08-01,stroke,emergency dept,7
2018-09-01,stroke,emergency dept,5
2018-10-01,stroke,emergency dept,3
2018-11-01,stroke,emergency dept,10
2018-12-01,stroke,emergency dept,12
2019-01-01,stroke,emergency dept,10
2019-02-01,stroke,emergency dept,9
2019-03-01,stroke,emergency dept,9
2019-04-01,stroke,emergency dept,14
2019-05-01,stroke,emergency dept,8
2019-06-01,stroke,emergency dept,8
2019-07-01,stroke,emergency dept,5
2019-08-01,stroke,emergency dept,11
2019-09-01,stroke,emergency dept,1
2019-10-01,stroke,emergency dept,5
2019-11-01,stroke,emergency dept,12
2019-12-01,stroke,emergency dept,6
2020-01-01,stroke,emergency dept,8
2020-02-01,stroke,emergency dept,4
2020-03-01,stroke,emergency dept,9
2020-04-01,stroke,emergency dept,13
2020-05-01,stroke,emergency dept,11
2020-06-01,stroke,emergency dept,7
2020-07-01,stroke,emergency dept,11
2020-08-01,stroke,emergency dept,9
2020-09-01,stroke,emergency dept,8
2020-10-01,stroke,emergency dept,4
2020-11-01,stroke,emergency dept,13
2020-12-01,stroke,emergency dept,19
2021-01-01,stroke,emergency dept,10
2021-02-01,stroke,emergency dept,7
2021-03-01,stroke,emergency dept,11
2021-04-01,stroke,emergency dept,4
2021-05-01,stroke,emergency dept,9
2021-06-01,stroke,emergency dept,6
2021-07-01,stroke,emergency dept,7
2021-08-01,stroke,emergency dept,8
2021-09-01,stroke,emergency dept,7
2021-10-01,stroke,emergency dept,12
2021-11-01,stroke,emergency dept,11
2021-12-01,stroke,emergency dept,10
2018-01-01,substance use disorders,emergency dept,106
2018-02-01,substance use disorders,emergency dept,108
2018-03-01,substance use disorders,emergency dept,90
2018-04-01,substance use disorders,emergency dept,93
2018-05-01,substance use disorders,emergency dept,84
2018-06-01,substance use disorders,emergency dept,73
2018-07-01,substance use disorders,emergency dept,70
2018-08-01,substance use disorders,emergency dept,78
2018-09-01,substance use disorders,emergency dept,66
2018-10-01,substance use disorders,emergency dept,79
2018-11-01,substance use disorders,emergency dept,99
2018-12-01,substance use disorders,emergency dept,100
2019-01-01,substance use disorders,emergency dept,92
2019-02-01,substance use disorders,emergency dept,88
2019-03-01,substance use disorders,emergency dept,82
2019-04-01,substance use disorders,emergency dept,69
2019-05-01,substance use disorders,emergency dept,79
2019-06-01,substance use disorders,emergency dept,82
2019-07-01,substance use disorders,emergency dept,70
2019-08-01,substance use disorders,emergency dept,62
2019-09-01,substance use disorders,emergency dept,77
2019-10-01,substance use disorders,emergency dept,65
2019-11-01,substance use disorders,emergency dept,92
2019-12-01,substance use disorders,emergency dept,93
2020-01-01,substance use disorders,emergency dept,96
2020-02-01,substance use disorders,emergency dept,84
2020-03-01,substance use disorders,emergency dept,105
2020-04-01,substance use disorders,emergency dept,93
2020-05-01,substance use disorders,emergency dept,96
2020-06-01,substance use disorders,emergency dept,84
2020-07-01,substance use disorders,emergency dept,113
2020-08-01,substance use disorders,emergency dept,104
2020-09-01,substance use disorders,emergency dept,90
2020-10-01,substance use disorders,emergency dept,89
2020-11-01,substance use disorders,emergency dept,88
2020-12-01,substance use disorders,emergency dept,113
2021-01-01,substance use disorders,emergency dept,126
2021-02-01,substance use disorders,emergency dept,103
2021-03-01,substance use disorders,emergency dept,90
2021-04-01,substance use disorders,emergency dept,74
